"TableName"	"IndexName"	"IndexType"	"IsUnique"	"IsPrimaryKey"	"ColumnName"	"KeyOrdinal"	"IsIncludedColumn"
"PURC_MATL_DETAIL"	"PK_PURC_MATL_DETAIL"	"CLUSTERED"	"YES"	"YES"	"PURC_ORDER_ID"	"1"	"NO"
"PURC_MATL_DETAIL"	"PK_PURC_MATL_DETAIL"	"CLUSTERED"	"YES"	"YES"	"DIST_NO"	"2"	"NO"
"PURC_MATL_DETAIL"	"PK_PURC_MATL_DETAIL"	"CLUSTERED"	"YES"	"YES"	"TRANSACTION_ID"	"3"	"NO"
"PURC_MATL_DETAIL"	"PK_PURC_MATL_DETAIL"	"CLUSTERED"	"YES"	"YES"	"CURRENCY_ID"	"4"	"NO"
"PURC_MATL_DETAIL"	"X_PURC_MATL_DET_1"	"NONCLUSTERED"	"NO"	"NO"	"PART_ID"	"1"	"NO"
"PURC_MATL_DETAIL"	"X_PURC_MATL_DET_1"	"NONCLUSTERED"	"NO"	"NO"	"TRANSACTION_ID"	"2"	"NO"
"PURC_MATL_DETAIL"	"X_PURC_MATL_DET_2"	"NONCLUSTERED"	"NO"	"NO"	"PURC_ORDER_ID"	"1"	"NO"
"PURC_MATL_DETAIL"	"X_PURC_MATL_DET_2"	"NONCLUSTERED"	"NO"	"NO"	"PURC_ORDER_LINE_NO"	"2"	"NO"
"PURC_MATL_DETAIL"	"X_PURC_MATL_DET_2"	"NONCLUSTERED"	"NO"	"NO"	"TRANSACTION_ID"	"3"	"NO"
"PURC_MATL_DETAIL"	"X_PURC_MATL_DET_3"	"NONCLUSTERED"	"NO"	"NO"	"TRANSACTION_ID"	"1"	"NO"
"PURC_MATL_DETAIL"	"X_PURC_MATL_DET_3"	"NONCLUSTERED"	"NO"	"NO"	"DIST_NO"	"2"	"NO"
"PURC_MATL_DETAIL"	"X_PURC_MATL_DET_4"	"NONCLUSTERED"	"NO"	"NO"	"TRANSACTION_ID"	"1"	"NO"
